source	source_label	source_level	target	target_label	relation	tier	hops_source	hops_target	rules
v10342	Dach Targa	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10343	Dreieckscheibe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10344	Faltdach	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10345	Frontblech	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10346	Frontscheibe ohne Bandfilter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10347	Heckklappe / Heckdeckel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10348	Heckscheibe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10349	Hecktür	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10350_65	Kotflügel mit Blinker mit Antennenloch, hinten links	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H5
v10350_66	Kotflügel mit Blinker mit Antennenloch, hinten rechts	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H5
v10351	Motorhaube	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed
v10352	Schiebetür	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10353	Seitenscheibe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10354	Seitenscheibe Schiebetür	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10355	Tür	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10356	Türscheibe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+ADJ
v10357	Vorbau ohne Stirnwand	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10358	Abdeckung Abschlepphaken	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10359	Abdeckung Außenspiegel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10360	Abschleppöse	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10361	Anhängerkupplung mit E-Satz abnehmbar	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10362	Außenspiegel elektrisch lackiert	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H7
v10363	Außenspiegelgehäuse	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10364	Außenspiegelglas	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10365	Blende Kotflügel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10366	Blende Kühlergrill	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10367	Blende Nebelscheinwerfer	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10368	Blende Scheinwerfer	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10369	Blende Stoßstange	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10370	Dachreling	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10371	Dachzierleiste	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10372	Frontschürze	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10373	Frontverkleidung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10374	Gepäckträger	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10375	Grill Windlauf	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10376	Heckblende	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10377	Heckklappendämpfer	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10378	Kotflügelverbreiterung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10379	Kühlergrill	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10380	Kühlergrillrahmen	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10381	Radabdeckung	baugruppe	e33743	Autoreifen & Felgen	<	derived	0	2	Hülle<-Seed
v10382	Schürze	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10383	Schutzleiste Kotflügel	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10384	Schutzleiste Seitenwand	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10385	Schutzleiste Tür	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10386	Schwellerleisten	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10387	Sonnendach	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3|Hülle<-Seed+H7
v10388	Spoiler	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10389	Steinschlagschutz	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10390	Steinschlagschutz Stoßstange	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10391	Stoßstange Grundausführung für Kunststoff SW/Grau mit Nebelscheinwerfer mit Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10392	Stoßstangenabdeckung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10393	Stoßstangenbefestigung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10394	Stoßstangenecke	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10395	Stoßstangenhalter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10396	Stoßstangenträger	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed
v10397	Türgriff	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed
v10398	Türgummi	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10399	Türrahmen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10400	Verkleidung Innenkotflügel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10401	Verkleidung Scheinwerfer	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10402	Windabweiser Dach	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10403	Windabweiser Fenster	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10404	Windlauf	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10405	Ziergitter	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10406	Zierleiste	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10489	Dichtung für Frontscheibe	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10490	Dichtung für Motorhaube	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10492	Dichtung für Heckscheibe	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10497	Emblem	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed
v10520	Schneeketten	baugruppe	e33743	Autoreifen & Felgen	<	derived	0	2	Hülle<-Seed
v10523	Türdichtung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10528	Wischerblatt	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed
v10530	Hauptscheinwerfer höhenverstellbar	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10531	Hauptscheinwerfer nicht höhenverstellbar	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10532	Hecktür (1-türig) mit Fensterausschnitt	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10533	Hecktür (1-türig) geschlossen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10534	Hecktür (2-türig) mit Fensterausschnitt	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10535	Hecktür (2-türig) geschlossen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10554	Heckklappe mit Fensterausschnitt	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10555	Heckklappe geschlossen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10556	Schiebetür mit Fensterausschnitt	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3|Hülle<-Seed+H7
v10557	Schiebetür geschlossen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3|Hülle<-Seed+H7
v10561	Bremsleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10562	E-Satz (Anhängerkupplung)	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed
v10564	Frontscheibe mit grünem Bandfilter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10565	Frontscheibe mit blauem Bandfilter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10566	Frontscheibe mit brozenem Bandfilter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10567_65	Kotflügel ohne Blinker mit Antennenloch, hinten links	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H5
v10567_66	Kotflügel ohne Blinker mit Antennenloch, hinten rechts	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H5
v10568_65	Kotflügel mit Blinker ohne Antennenloch, hinten links	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H5
v10568_66	Kotflügel mit Blinker ohne Antennenloch, hinten rechts	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H5
v10569_65	Kotflügel ohne Blinker ohne Antennenloch, hinten links	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H5
v10569_66	Kotflügel ohne Blinker ohne Antennenloch, hinten rechts	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H5
v10570	Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10571	Stoßstange Grundausführung für Kunststoff SW/grau ohne Nebelscheinwerfer mit Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10572	Stoßstange Grundausführung für Kunststoff SW/grau ohne Nebelscheinwerfer ohne Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10573	Stoßstange teilgrundiert mit Nebelscheinwerfer mit Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10574	Stoßstange teilgrundiert mit Nebelscheinwerfer ohne Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10575	Stoßstange teilgrundiert ohne Nebelscheinwerfer mit Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10576	Stoßstange teilgrundiert ohne Nebelscheinwerfer ohne Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10577	Stoßstange teillackiert mit Nebelscheinwerfer mit Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10578	Stoßstange teillackiert mit Nebelscheinwerfer ohne Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10579	Stoßstange teillackiert ohne Nebelscheinwerfer mit Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10580	Stoßstange teillackiert ohne Nebelscheinwerfer ohne Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10584	Außenspiegel elektrisch teilgrundiert	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H7
v10585	Außenspiegel elektrisch grundiert	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H7
v10586	Außenspiegel elektrisch Standard	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H7
v10593	Anhängerkupplung mit E-Satz nicht abnehmbar	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10594	Anhängerkupplung ohne E-Satz nicht abnehmbar	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10602	Außenspiegel mechanisch lackiert	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H7
v10603	Außenspiegel mechanisch teilgrundiert	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H7
v10604	Außenspiegel mechanisch grundiert	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H7
v10605	Außenspiegel mechanisch Standard	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H7
v10609	Außenspiegel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed
v10610_65	Kotflügel, hinten links	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H5
v10610_66	Kotflügel, hinten rechts	position	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H5
v10611	Stoßstange	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10612	Anhängerkupplung ohne E-Satz abnehmbar	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10622	Wischergestänge	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10634	Dach geschlossen	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10644	Deckel Verdeckkasten	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10646	Streuscheibe Hauptscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10647	Streuscheibe Fernscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10648	Kappe Hauptscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10649	Streuscheibe Nebelscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10650	Scheinwerfereinsatz Fernscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10651	Scheinwerfereinsatz Hauptscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10652	Scheinwerfereinsatz Nebelscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10653	Lichtscheibe für Blinkleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10654	Lichtscheibe für Heckleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10655	Glühlampe Blinkleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10656	Glühlampe Hauptscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10657	Glühlampe Kennzeichenleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10658	Glühlampe Nebelschlußleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10659	Einstiegblech	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10660	Frontscheibenrahmen	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10661	Rückfahrleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10662	Begrenzungsleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10663	Wischgummi	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10664	Heckwand	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10665	Gehäuse Heckleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10666	Verbreiterungssatz Kotflügel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10667	Lampenträger Blinkleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10668	Lampenträger Bremsleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10669	Lampenträger Heckleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10670	Lampenträger Schlußleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10671	Stellelement für Leuchtweiteregulierung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10672	Stellelement für Außenspiegel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10673	Halter Außenspiegel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10674	Scheinwerferleiste	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10675	Seitenwand	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed
v10675_1	Seitenwand, links	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	1	1	Hülle<-Seed
v10675_17	Seitenwand, vorne links	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	1	1	Hülle<-Seed
v10675_18	Seitenwand, vorne rechts	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	1	1	Hülle<-Seed
v10675_2	Seitenwand, rechts	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	1	1	Hülle<-Seed
v10675_65	Seitenwand, hinten links	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	1	1	Hülle<-Seed
v10675_66	Seitenwand, hinten rechts	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	1	1	Hülle<-Seed
v10676	Karosserie	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10677	Umrißleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10678	Trittbrett	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10679	Umrüstsatz Scheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10684	Verkleidung Dachabschluss	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10685	Verkleidung Dachrahmen	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10686	Verkleidung Schweller	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10704	Dichtung für Koffer-/Laderaumklappe	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10748	Schutzleiste Schweller	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10749	Motor Heckklappe	baugruppe	e177701	Elektro- & Hybridautoteile	<	derived	0	2	Hülle<-Seed+H3
v10752	Scheinwerfereinsatz für Suchscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10757	Lüftungsgitter für Stoßfänger	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed
v10764	Waschwasserdüse für Scheibenreinigung	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v10776	Gasfeder für Motorhaube	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed
v10801	Zier-/Schutzleiste für Frontverkleidung	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10812	Sensor für Außentemperatur	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10816	Spoiler für Kühlergitter	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10845	Sensor für Außentemperatur	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10859	Heckleuchtensatz	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10903	Schließzylinder für Zündschloß	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3|Hülle<-Seed+H4
v10903	Schließzylinder für Zündschloß	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	1	1	Hülle<-Seed+H3
v10940	Fahrradträger Dach	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10941	Fahrradträger Heck	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v10957	Schiebedach Glas	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3|Hülle<-Seed+H7
v10958	Schiebedach Metall	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3|Hülle<-Seed+H7
v11009	Clip für Stoßfänger	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11012	Dichtung für Heckscheibe	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11022	Dichtung für Seitenscheibe	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11047	Gasfeder für Heckscheibe	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11048	Gehäuse für Kennzeichenleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v11052	Glühlampe für Brems-/Schlusslicht	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v11053	Glühlampe für Hauptlichtschalter	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11058	Glühlampe für Nebelscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v11059	Glühlampe für Park-/Positionsleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v11060	Glühlampe für Rückfahrleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v11062	Halter für Hauptscheinwerfer	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11065	Heckklappengriff	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v11070	Kofferraumleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11084	Nebelscheinwerfersatz	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3|Hülle<-Seed+H7
v11090	Puffer für Motorhaube	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11134	Tankdeckelschloss	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v11136	Türgriffbetätigung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v11137	Türscharnier	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v11148	Verriegelungsknopf	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11215	Teilepaket Front	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11216	Teilepaket Heck	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11223	Zusatzbremsleuchte	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H3
v11224	Heckscheibenrahmen	baugruppe	e6030	Autoteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
v11233	Frontscheibe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	2	Hülle<-Seed+H4
