ID,Bezeichnung,Konflikte,Muster SUB,Muster PART,Muster HG,A: Hauptgruppe,B: Hauptgruppe,A: subClassOf,B: subClassOf,A: partOf,B: partOf,A: Erläuterung,B: Erläuterung,ENTSCHEIDUNG (nur Ausnahmen),Kommentar C
10339,Ausstellscheibe,SUB,SUB-034,,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21005 „Fahrzeugverglasung“,— (leer),— (leer),,Ausstellfenster; Einbauort fahrzeugabhängig,,
10348,Heckscheibe,"SUB, PART",SUB-034,PART-002,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21005 „Fahrzeugverglasung“,— (leer),10676 Karosserie,,,,
10353,Seitenscheibe,SUB,SUB-034,,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21005 „Fahrzeugverglasung“,— (leer),— (leer),,fest verbaut oder Türscheibe; unspezifisch,,
10345,Frontblech,"SUB, PART",SUB-035,PART-002,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,Syn. Schlossträger/Frontschürze; Frontmaske,,
11682,Spritzwand,"SUB, PART",SUB-035,PART-002,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,Stirnwand zwischen Motorraum und Innenraum,,
10357,Vorbau ohne Stirnwand,"SUB, PART",SUB-035,PART-002,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,Vorderwagen-Sektion,,
10367,Blende Nebelscheinwerfer,SUB,SUB-036,,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",10240 Nebelscheinwerfer,10240 Nebelscheinwerfer,,,,
10368,Blende Scheinwerfer,"SUB, PART",SUB-036,PART-006,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),10210 Hauptscheinwerfer,,,,
10674,Scheinwerferleiste,"SUB, PART",SUB-036,PART-006,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),10210 Hauptscheinwerfer,,Zierleiste am Scheinwerfer,,
10369,Blende Stoßstange,"SUB, PART",SUB-037,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no ist auch 10571-10580, 10611",,,
10390,Steinschlagschutz Stoßstange,"SUB, PART",SUB-037,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no ist auch 10571-10580, 10611",,,
11300,Zier-/Schutzleistensatz für Stoßfänger,"SUB, PART",SUB-037,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no is auch 10571-10580, 10611",Satz,,
11348,Abdeckung Frontschürze,"SUB, PART",SUB-038,PART-052,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),10372 Frontschürze,,,,
10373,Frontverkleidung,"SUB, PART",SUB-038,PART-001,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),HG3 Karosserie,,,,
10400,Verkleidung Innenkotflügel,"SUB, PART",SUB-038,PART-013,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),10610 Kotflügel,,Radhausschale,,
10957,Schiebedach Glas,SUB,SUB-039,,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,10133 Schiebedach,— (leer),— (leer),,,,
10958,Schiebedach Metall,SUB,SUB-039,,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,10133 Schiebedach,— (leer),— (leer),,,,
10387,Sonnendach,SUB,SUB-039,,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,10133 Schiebedach,— (leer),— (leer),,Syn. Sonnenschiebedach,,
11413,Dichtung für Türscheibe,"SUB, PART",SUB-040,PART-025,,3 Karosserie,3 Karosserie,20009 „Türen“,21021 „Karosseriedichtungen“,10355 Tür,10356 Türscheibe,,,,
10523,Türdichtung,SUB,SUB-040,,,3 Karosserie,3 Karosserie,20009 „Türen“,21021 „Karosseriedichtungen“,10355 Tür,10355 Tür,,,,
10398,Türgummi,SUB,SUB-040,,,3 Karosserie,3 Karosserie,20009 „Türen“,21021 „Karosseriedichtungen“,10355 Tür,10355 Tür,,,,
10660,Frontscheibenrahmen,"SUB, PART",SUB-041,PART-002,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,,,
10610,Kotflügel,"SUB, PART",SUB-041,PART-001,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),HG3 Karosserie,,"vorderer Kotflügel: geschraubtes Anbauteil (daher partOf Hauptgruppe, nicht Rohbau)",,
10404,Windlauf,"SUB, PART",SUB-041,PART-002,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,,,
10492,Dichtung für Heckscheibe,"SUB, PART",SUB-042,PART-014,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21021 „Karosseriedichtungen“,— (leer),10348 Heckscheibe,,,,
11012,Dichtung für Heckscheibe,"SUB, PART",SUB-042,PART-014,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21021 „Karosseriedichtungen“,— (leer),10348 Heckscheibe,,Dublette zu 10492; identisch behandelt,,
11022,Dichtung für Seitenscheibe,"SUB, PART",SUB-042,PART-044,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21021 „Karosseriedichtungen“,— (leer),10353 Seitenscheibe,,,,
11324,Ersatzradhalter,"SUB, PART",SUB-043,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21020 „Träger- & Transportsysteme“,— (leer),HG3 Karosserie,,karosseriemontierter Halter; vgl. 11783 Reserveradhalter (Synonym-Dublette),,
10941,Fahrradträger Heck,"SUB, PART",SUB-043,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21020 „Träger- & Transportsysteme“,— (leer),HG3 Karosserie,,,,
11471,Gasfeder für Reserveradhalter,"SUB, PART",SUB-043,PART-057,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21020 „Träger- & Transportsysteme“,— (leer),11783 Reserveradhalter,,,,
11292,Halter für Kühlergitter,"SUB, PART",SUB-044,PART-015,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21025 „Karosserie-Befestigungs- & Kleinteile“,— (leer),10379 Kühlergrill,,,,
11090,Puffer für Motorhaube,"SUB, PART",SUB-044,PART-005,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21025 „Karosserie-Befestigungs- & Kleinteile“,— (leer),10351 Motorhaube,,,,
11700,Stütze Kühlergitter,"SUB, PART",SUB-044,PART-015,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21025 „Karosserie-Befestigungs- & Kleinteile“,— (leer),10379 Kühlergrill,,,,
11473,Gasfeder für Verdeck,"SUB, PART",SUB-045,PART-009,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10340 Dach Cabrio,10344 Faltdach,,,,
11644,Tankklappenscharnier,"SUB, PART",SUB-045,PART-016,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),10161 Tankklappe,,,,
11242,Verdeckgriff,"SUB, PART",SUB-045,PART-009,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10340 Dach Cabrio,10344 Faltdach,,,,
11291,Karosserieboden Koffer-/Laderaum,"SUB, PART",SUB-046,PART-002,,3 Karosserie,3 Karosserie,20012 „Karosserie hinten innen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,,,
11521,Koffer-/Laderaumwanne,"SUB, PART",SUB-046,PART-002,,3 Karosserie,3 Karosserie,20012 „Karosserie hinten innen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,als Blech-Bodenwanne interpretiert; alternativ Zubehör-Einlage (Innenraum),,
11296,Reserveradwanne,"SUB, PART",SUB-046,PART-002,,3 Karosserie,3 Karosserie,20012 „Karosserie hinten innen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,,,
11297,Stoßfängerabdeckung für Anhängevorrichtung,"SUB, PART",SUB-047,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21022 „Anhängevorrichtung & Zubehör“,10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no is auch 10571-10580, 10611",AHK-Ausschnittabdeckung im Stoßfänger,,
11697,Stoßstangenabdeckung für Anhängevorrichtung,"SUB, PART",SUB-047,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21022 „Anhängevorrichtung & Zubehör“,10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no is auch 10571-10580, 10611",,,
11698,Stoßstangenhalter für Anhängevorrichtung,"SUB, PART",SUB-047,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21022 „Anhängevorrichtung & Zubehör“,10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no is auch 10571-10580, 10611",,,
12175,Dachklimaanlage,"SUB, PART",SUB-048,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,Aufdach-Klimagerät (Nfz/Reisemobil); klimatechnisch Grenzfall,,
11944,Hardtop Ladefläche,"SUB, PART",SUB-048,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,Pickup-Hardtop,,
11325,Persening,"SUB, PART",SUB-048,PART-050,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),11755 Pritschenaufbau komplett,,Persenning/Plane für Pritschenaufbau,,
11346,Abdeckkappe Türgriff,"SUB, PART",SUB-049,PART-018,,3 Karosserie,3 Karosserie,20009 „Türen“,21027 „Außenverkleidungen & Abdeckungen“,10355 Tür,10397 Türgriff,,,,
11349,Abdeckung Griffmulde,"SUB, PART",SUB-049,PART-017,,3 Karosserie,3 Karosserie,20009 „Türen“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),10355 Tür,,,,
12076,Abdeckung Schiebetürschienen,"SUB, PART",SUB-049,PART-026,,3 Karosserie,3 Karosserie,20009 „Türen“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),10352 Schiebetür,,,,
11433,Druckschalter für Bremshydraulik,"SUB, PART",SUB-050,PART-055,,2 Motorraum,2 Motorraum,20031 „Bremsanlage“,— (leer),— (leer),HG2 Motorraum,HG: Position an Hydraukikeinheit,"HG: Hydraulikschalter der Bremsanlage (Hauptbremszylinder), kein Karosserieteil",,
11636,Schalter für Bremsbetätigung,"SUB, PART",SUB-050,PART-019,,4 Innenraum,4 Innenraum,20031 „Bremsanlage“,— (leer),— (leer),HG4 Innenraum,HG: Bremspedal,"HG: Elektrischer Schalter/Bedienelement im Innenraum, kein Karosserieteil | Bremslichtschalter an der Pedalerie",,
11638,Schalter für Handbremskontrollleuchte,"SUB, PART",SUB-050,PART-019,,4 Innenraum,4 Innenraum,20031 „Bremsanlage“,— (leer),— (leer),HG4 Innenraum,HG: Gewöhlich am Handbremshebel,"HG: Elektrischer Schalter/Bedienelement im Innenraum, kein Karosserieteil",,
12061,Kotflügelträger,"SUB, PART",SUB-051,PART-002,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21014 „Karosserie-Strukturteile & Verstärkungen“,— (leer),10676 Karosserie,,,,
10125,Querträger,"SUB, PART",SUB-051,PART-002,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21014 „Karosserie-Strukturteile & Verstärkungen“,— (leer),10676 Karosserie,,,,
10138,Schließzylinder Heckdeckel,"SUB, PART",SUB-052,PART-028,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,10137 Schließzylinder,— (leer),10142 Schloss Heckdeckel,,,,
10139,Schließzylinder Hecktür,"SUB, PART",SUB-052,PART-029,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,10137 Schließzylinder,10349 Hecktür,10143 Schloss Hecktür,Parent part auch 10532-10535,,,
10193,Blinker Außenspiegel,SUB,SUB-053,,,3 Karosserie,3 Karosserie,20008 „Beleuchtung / Elektrik Mitte und Türen“,10192 Blinker,10609 Außenspiegel,10609 Außenspiegel,"Parent Part auch 10584-10586, 10602-10605",,,
11901,Blinker Dach,"SUB, PART",SUB-053,PART-001,,3 Karosserie,3 Karosserie,20008 „Beleuchtung / Elektrik Mitte und Türen“,10192 Blinker,— (leer),HG3 Karosserie,,Dachblinker (Nfz/Sonderfahrzeug),,
11357,Anschlussleitung für Außenspiegel,SUB,SUB-054,,,3 Karosserie,3 Karosserie,20008 „Beleuchtung / Elektrik Mitte und Türen“,21028 „Karosserie-Elektrik & Sensorik außen“,10609 Außenspiegel,10609 Außenspiegel,"Parent Part auch 10584-10586, 10602-10605",,,
10220,Kabel Tür,SUB,SUB-054,,,3 Karosserie,3 Karosserie,20008 „Beleuchtung / Elektrik Mitte und Türen“,21028 „Karosserie-Elektrik & Sensorik außen“,10355 Tür,10355 Tür,,Kabelübergang/Leitungssatz Tür,,
10237,Motor Schiebedach,"SUB, PART",SUB-055,PART-012,,3 Karosserie,3 Karosserie,20008 „Beleuchtung / Elektrik Mitte und Türen“,21019 „Dach- & Verdecksysteme“,— (leer),10133 Schiebedach,,,,
10238,Motor Verdeck,"SUB, PART",SUB-055,PART-009,,3 Karosserie,3 Karosserie,20008 „Beleuchtung / Elektrik Mitte und Türen“,21019 „Dach- & Verdecksysteme“,10340 Dach Cabrio,10344 Faltdach,,,,
10347,Heckklappe / Heckdeckel,"SUB, PART",SUB-056,PART-001,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21007 „Türen & Klappen“,— (leer),HG3 Karosserie,,,,
10349,Hecktür,"SUB, PART",SUB-056,PART-001,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21007 „Türen & Klappen“,— (leer),HG3 Karosserie,,,,
10352,Schiebetür,"SUB, PART",SUB-057,PART-001,,3 Karosserie,3 Karosserie,20009 „Türen“,21007 „Türen & Klappen“,— (leer),HG3 Karosserie,,,,
10355,Tür,"SUB, PART",SUB-057,PART-001,,3 Karosserie,3 Karosserie,20009 „Türen“,21007 „Türen & Klappen“,— (leer),HG3 Karosserie,,,,
10370,Dachreling,"SUB, PART",SUB-058,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21020 „Träger- & Transportsysteme“,— (leer),HG3 Karosserie,,,,
10940,Fahrradträger Dach,"SUB, PART",SUB-058,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21020 „Träger- & Transportsysteme“,— (leer),HG3 Karosserie,,,,
10372,Frontschürze,"SUB, PART",SUB-059,PART-001,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21012 „Stoßfängersystem“,— (leer),HG3 Karosserie,,,,
10382,Schürze,"SUB, PART",SUB-059,PART-001,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21012 „Stoßfängersystem“,— (leer),HG3 Karosserie,,"Front-/Heckschürze, unspezifisch",,
10376,Heckblende,"SUB, PART",SUB-060,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),HG3 Karosserie,,Zierblende Heckbereich,,
10384,Schutzleiste Seitenwand,"SUB, PART",SUB-060,PART-035,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),10675 Seitenwand,,,,
10385,Schutzleiste Tür,"SUB, PART",SUB-061,PART-036,,3 Karosserie,3 Karosserie,20009 „Türen“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",10352 Schiebetür,10355 Tür,"Parent part auch 10556,10557",,,
11747,Zier-/Schutzleiste für Türscheibe,"SUB, PART",SUB-061,PART-025,,3 Karosserie,3 Karosserie,20009 „Türen“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",10355 Tür,10356 Türscheibe,,,,
11344,Türblatt,SUB,SUB-062,,,3 Karosserie,3 Karosserie,20009 „Türen“,21013 „Karosserie-Blech- & Außenhautteile“,10355 Tür,10355 Tür,,Türaußenblech,,
10399,Türrahmen,SUB,SUB-062,,,3 Karosserie,3 Karosserie,20009 „Türen“,21013 „Karosserie-Blech- & Außenhautteile“,10355 Tür,10355 Tür,,,,
10489,Dichtung für Frontscheibe,"SUB, PART",SUB-063,PART-037,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21021 „Karosseriedichtungen“,— (leer),11233 Frontscheibe,,,,
11400,Dichtung für Kotflügel,"SUB, PART",SUB-063,PART-013,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21021 „Karosseriedichtungen“,— (leer),10610 Kotflügel,,,,
10530,Hauptscheinwerfer höhenverstellbar,SUB,SUB-064,,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,10210 Hauptscheinwerfer,— (leer),— (leer),,,,
10531,Hauptscheinwerfer nicht höhenverstellbar,SUB,SUB-064,,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,10210 Hauptscheinwerfer,— (leer),— (leer),,,,
10555,Heckklappe geschlossen,SUB,SUB-065,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,10347 Heckklappe / Heckdeckel,— (leer),— (leer),,,,
10554,Heckklappe mit Fensterausschnitt,SUB,SUB-065,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,10347 Heckklappe / Heckdeckel,— (leer),— (leer),,,,
10557,Schiebetür geschlossen,SUB,SUB-066,,,3 Karosserie,3 Karosserie,20009 „Türen“,10352 Schiebetür,— (leer),— (leer),,,,
10556,Schiebetür mit Fensterausschnitt,SUB,SUB-066,,,3 Karosserie,3 Karosserie,20009 „Türen“,10352 Schiebetür,— (leer),— (leer),,,,
10704,Dichtung für Koffer-/Laderaumklappe,"SUB, PART",SUB-067,PART-008,,3 Karosserie,3 Karosserie,20012 „Karosserie hinten innen“,21021 „Karosseriedichtungen“,— (leer),10347 Heckklappe / Heckdeckel,,Heckklappe/-deckel,,
11401,Dichtung für Kraftstoffeinfüllstutzen,"SUB, PART",SUB-067,PART-020,,3 Karosserie,3 Karosserie,20012 „Karosserie hinten innen“,21021 „Karosseriedichtungen“,— (leer),11438 Einfüllstutzen für Kraftstoffbehälter,,Stutzen unter HG1; Dichtung sitzt karosserieseitig am Durchbruch,,
11877,Elektrisches Heckklappenset,SUB,SUB-068,,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10347 Heckklappe / Heckdeckel,10347 Heckklappe / Heckdeckel,"Parent Prt auch 10554,10555",Nachrüstset elektrische Heckklappe,,
10749,Motor Heckklappe,SUB,SUB-068,,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10347 Heckklappe / Heckdeckel,10347 Heckklappe / Heckdeckel,"Parent Prt auch 10554,10555",,,
11817,Lufthutze Deckel,"SUB, PART",SUB-069,PART-005,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21018 „Aerodynamik-Anbauteile“,— (leer),10351 Motorhaube,,Haubenhutze,,
10816,Spoiler für Kühlergitter,"SUB, PART",SUB-069,PART-015,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21018 „Aerodynamik-Anbauteile“,— (leer),10379 Kühlergrill,,,,
10859,Heckleuchtensatz,SUB,SUB-070,,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,10260 Rückleuchte,— (leer),— (leer),,Satz der Baugruppe Rückleuchte,,
11847,Rückleuchte in Stoßstange,"SUB, PART",SUB-070,PART-003,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,10260 Rückleuchte,10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no is auch 10571-10580, 10611",,,
11047,Gasfeder für Heckscheibe,"SUB, PART",SUB-071,PART-014,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),10348 Heckscheibe,,separat öffnendes Heckscheibenfenster,,
11329,Stellmotor Tankklappe,"SUB, PART",SUB-071,PART-016,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),10161 Tankklappe,,,,
11299,Dachsäule,"SUB, PART",SUB-072,PART-002,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21014 „Karosserie-Strukturteile & Verstärkungen“,— (leer),10676 Karosserie,,,,
11766,Scharniersäule,"SUB, PART",SUB-072,PART-002,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21014 „Karosserie-Strukturteile & Verstärkungen“,— (leer),10676 Karosserie,,A-Säule/Scharnierträger,,
11947,Schwellerrohre,"SUB, PART",SUB-073,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21015 „Schutzbügel & Trittstufen“,— (leer),HG3 Karosserie,,,,
11340,Überrollbügel,"SUB, PART",SUB-073,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21015 „Schutzbügel & Trittstufen“,— (leer),HG3 Karosserie,,,,
11393,Dichtung für Faltdach,"SUB, PART",SUB-074,PART-053,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21021 „Karosseriedichtungen“,— (leer),10344 Faltdach,,,,
11410,Dichtung für Schiebedach,"SUB, PART",SUB-074,PART-012,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21021 „Karosseriedichtungen“,— (leer),10133 Schiebedach,,,,
11396,Dichtung für Hauptscheinwerfer,"SUB, PART",SUB-075,PART-004,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,21021 „Karosseriedichtungen“,10206 Hauptfernscheinwerfer,10210 Hauptscheinwerfer,"Parent part auch 10210,10530, 10531",,,
11409,Dichtung für Rahmen Hauptscheinwerfer,"SUB, PART",SUB-075,PART-004,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,21021 „Karosseriedichtungen“,10206 Hauptfernscheinwerfer,10210 Hauptscheinwerfer,"Parent part auch 10210,10530, 10531",,,
11399,Dichtung für Kennzeichenleuchte,SUB,SUB-076,,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21021 „Karosseriedichtungen“,10223 Kennzeichenleuchte,10223 Kennzeichenleuchte,,,,
11411,Dichtung für Schlussleuchte,"SUB, PART",SUB-076,PART-054,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21021 „Karosseriedichtungen“,10223 Kennzeichenleuchte,10260 Rückleuchte,,Schlussleuchte = Rückleuchte,,
11842,Hubzylinder für Scheinwerferreinigungsanlage,SUB,SUB-077,,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,21011 „Wisch- & Waschanlage“,— (leer),— (leer),,SRA-Teleskopdüsenantrieb,,
11791,Spritzdüse für Scheinwerferreinigungsanlage,SUB,SUB-077,,,3 Karosserie,3 Karosserie,20003 „Beleuchtung / Elektrik vorne“,21011 „Wisch- & Waschanlage“,— (leer),— (leer),,SRA-Düse,,
11794,Aktor Fussgängerschutz,"SUB, PART",SUB-078,PART-005,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21028 „Karosserie-Elektrik & Sensorik außen“,— (leer),10351 Motorhaube,,pyrotechnischer Haubenaufsteller (aktive Motorhaube),,
11891,Aktuator Motorhaube,"SUB, PART",SUB-078,PART-005,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21028 „Karosserie-Elektrik & Sensorik außen“,— (leer),10351 Motorhaube,,Aufstell-/Entriegelungsaktuator der Haube,,
10006,Antenne Dach,"SUB, PART",SUB-079,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21023 „Antennen & Empfangstechnik“,— (leer),HG3 Karosserie,,,,
10007,Aufprallträger,"SUB, PART",SUB-080,PART-002,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21014 „Karosserie-Strukturteile & Verstärkungen“,— (leer),10676 Karosserie,,Querträger hinter dem Stoßfänger,,
10124,Pralldämpfer,"SUB, PART",SUB-081,PART-002,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21012 „Stoßfängersystem“,— (leer),10676 Karosserie,,Crashbox zwischen Stoßfängerträger und Längsträger,,
10131,Scheibenwaschdüse,SUB,SUB-082,,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,21011 „Wisch- & Waschanlage“,— (leer),— (leer),,,,
10141,Schließzylinder Schiebetür,SUB,SUB-083,,,3 Karosserie,3 Karosserie,20009 „Türen“,10137 Schließzylinder,10352 Schiebetür,10352 Schiebetür,"Parent part auch 10556,10557",kein separates Schiebetürschloss im Katalog,,
10154,Stütze Heckwischer,SUB,SUB-084,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21011 „Wisch- & Waschanlage“,— (leer),— (leer),,,,
10161,Tankklappe,"SUB, PART",SUB-085,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21007 „Türen & Klappen“,— (leer),HG3 Karosserie,,,,
10162,Tankklappenzug,"SUB, PART",SUB-086,PART-016,,3 Karosserie,3 Karosserie,20012 „Karosserie hinten innen“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),10161 Tankklappe,,Entriegelungszug,,
